query_name,generic_class,query_family,query_type,abstract_query,selected_root,document_depth,max_depth_for_query,document_depth_ratio,best_document_depth,is_best_depth,depth_position_label,depth_effect_label,Rc,Re,DeltaR,DeltaRratio,n_reachable_entities,reachable_entities,n_total_edges,n_covered_edges,n_remaining_edges,is_full_coverage,covered_relationships,remaining_relationships,covered_semantic_types,remaining_semantic_types,entities_touched,n_entities_touched,semantic_types_touched,observed_cardinalities_touched,hint_confidences_touched,has_low_confidence_mapping,has_no_match_cardinality,Rc_status,covered_edge_ids,remaining_edge_ids,selection_strategy,selection_reason,max_entity_distance_D,min_entity_distance_D,avg_entity_distance_D,n_unreachable_entities,max_entity_depth,max_edge_depth,n_unique_edges,relationship_status,n_relationship_edges,n_semantic_types,relationship_names_touched,n_low_confidence_edges,n_medium_confidence_edges,n_high_confidence_edges,n_no_match_edges,has_relationship_reduction_potential,touches_association,touches_containment,touches_descriptor,touches_ownership,touches_subtype,n_association_edges,n_containment_edges,n_descriptor_edges,n_ownership_edges,n_subtype_edges,DeltaRratio_at_best_depth,is_full_coverage_at_best_depth
Q7_PersonsWhoBoughtMoreIBMThanSold,QG7,Aggregation / ranking,select,Who bought more IBM stocks than they sold?,Person,3,4,0.75,4,False,intermediate_depth,partial_reduction_high,6,1,5,0.8333333333333334,6,"['BuyTransaction', 'FinancialServiceAccount', 'ListedSecurity', 'Person', 'SellTransaction', 'Transaction']",6,6,1,False,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account', 'sell_transaction_is_transaction']",['corporation_has_listed_security'],"['association', 'containment', 'ownership', 'subtype']",['association'],"['Person', 'FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity', 'Corporation']",7,"['association', 'containment', 'ownership', 'subtype']","['no_observed_matches', 'observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'SellTransaction -- Transaction [sell_transaction_is_transaction]']",['Corporation -- ListedSecurity [corporation_has_listed_security]'],result_entity,The query returns persons after aggregating buy and sell activity for IBM stock.,4,0,2.2857142857142856,0,4,4,7,has_relationship_edges,6,4,"['account_records_transaction', 'buy_transaction_is_transaction', 'corporation_has_listed_security', 'person_owns_financial_service_account', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,3.0,3.0,1.0,True,True,True,False,True,True,2,1,0,1,2,1.0,True
Q7_PersonsWhoBoughtMoreIBMThanSold,QG7,Aggregation / ranking,select,Who bought more IBM stocks than they sold?,Person,4,4,1.0,4,True,maximum_depth,full_reduction,6,0,6,1.0,7,"['BuyTransaction', 'Corporation', 'FinancialServiceAccount', 'ListedSecurity', 'Person', 'SellTransaction', 'Transaction']",6,7,0,True,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'corporation_has_listed_security', 'holding_refers_to_listed_security', 'person_owns_financial_service_account', 'sell_transaction_is_transaction']",[],"['association', 'containment', 'ownership', 'subtype']",[],"['Person', 'FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity', 'Corporation']",7,"['association', 'containment', 'ownership', 'subtype']","['no_observed_matches', 'observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'SellTransaction -- Transaction [sell_transaction_is_transaction]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",[],result_entity,The query returns persons after aggregating buy and sell activity for IBM stock.,4,0,2.2857142857142856,0,4,4,7,has_relationship_edges,6,4,"['account_records_transaction', 'buy_transaction_is_transaction', 'corporation_has_listed_security', 'person_owns_financial_service_account', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,3.0,3.0,1.0,True,True,True,False,True,True,2,1,0,1,2,1.0,True
Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,Show me each transaction for IBM whose price is less than the average selling price.,Transaction,0,2,0.0,2,False,root_only,no_reduction,3,3,0,0.0,1,['Transaction'],3,0,3,False,[],"['corporation_has_listed_security', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",[],"['association', 'subtype']","['Transaction', 'SellTransaction', 'ListedSecurity', 'Corporation']",4,"['association', 'subtype']","['no_observed_matches', 'observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,True,connected,[],"['SellTransaction -- Transaction [sell_transaction_is_transaction]', 'Transaction -- ListedSecurity [transaction_refers_to_listed_security]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",result_entity,The query returns transactions for IBM whose price is below the average selling price.,2,0,1.0,0,2,2,3,has_relationship_edges,3,2,"['corporation_has_listed_security', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,2.0,1.0,1.0,True,True,False,False,False,True,2,0,0,0,1,1.0,True
Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,Show me each transaction for IBM whose price is less than the average selling price.,Transaction,1,2,0.5,2,False,intermediate_depth,partial_reduction_high,3,1,2,0.6666666666666666,3,"['ListedSecurity', 'SellTransaction', 'Transaction']",3,2,1,False,"['sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",['corporation_has_listed_security'],"['association', 'subtype']",['association'],"['Transaction', 'SellTransaction', 'ListedSecurity', 'Corporation']",4,"['association', 'subtype']","['no_observed_matches', 'observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['SellTransaction -- Transaction [sell_transaction_is_transaction]', 'Transaction -- ListedSecurity [transaction_refers_to_listed_security]']",['Corporation -- ListedSecurity [corporation_has_listed_security]'],result_entity,The query returns transactions for IBM whose price is below the average selling price.,2,0,1.0,0,2,2,3,has_relationship_edges,3,2,"['corporation_has_listed_security', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,2.0,1.0,1.0,True,True,False,False,False,True,2,0,0,0,1,1.0,True
Q8_IBMTransactionsBelowAverageSellingPrice,QG8,Aggregation / ranking,select,Show me each transaction for IBM whose price is less than the average selling price.,Transaction,2,2,1.0,2,True,maximum_depth,full_reduction,3,0,3,1.0,4,"['Corporation', 'ListedSecurity', 'SellTransaction', 'Transaction']",3,3,0,True,"['corporation_has_listed_security', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",[],"['association', 'subtype']",[],"['Transaction', 'SellTransaction', 'ListedSecurity', 'Corporation']",4,"['association', 'subtype']","['no_observed_matches', 'observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,True,connected,"['SellTransaction -- Transaction [sell_transaction_is_transaction]', 'Transaction -- ListedSecurity [transaction_refers_to_listed_security]', 'Corporation -- ListedSecurity [corporation_has_listed_security]']",[],result_entity,The query returns transactions for IBM whose price is below the average selling price.,2,0,1.0,0,2,2,3,has_relationship_edges,3,2,"['corporation_has_listed_security', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,2.0,1.0,1.0,True,True,False,False,False,True,2,0,0,0,1,1.0,True
Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,Show me everyone who bought and sold the same stock.,Person,0,3,0.0,3,False,root_only,partial_reduction_low,5,6,-1,-0.2,1,['Person'],5,0,6,False,[],"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account', 'sell_transaction_is_transaction']",[],"['association', 'containment', 'ownership', 'subtype']","['Person', 'FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,[],"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'SellTransaction -- Transaction [sell_transaction_is_transaction]']",result_entity,The query returns persons who bought and sold the same stock.,3,0,2.0,0,3,3,6,has_relationship_edges,5,4,"['account_records_transaction', 'buy_transaction_is_transaction', 'person_owns_financial_service_account', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,2.0,3.0,0.0,True,True,True,False,True,True,1,1,0,1,2,1.0,True
Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,Show me everyone who bought and sold the same stock.,Person,1,3,0.3333333333333333,3,False,intermediate_depth,no_reduction,5,5,0,0.0,2,"['FinancialServiceAccount', 'Person']",5,1,5,False,['person_owns_financial_service_account'],"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'sell_transaction_is_transaction']",['ownership'],"['association', 'containment', 'subtype']","['Person', 'FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,['Person -- FinancialServiceAccount [person_owns_financial_service_account]'],"['FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'SellTransaction -- Transaction [sell_transaction_is_transaction]']",result_entity,The query returns persons who bought and sold the same stock.,3,0,2.0,0,3,3,6,has_relationship_edges,5,4,"['account_records_transaction', 'buy_transaction_is_transaction', 'person_owns_financial_service_account', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,2.0,3.0,0.0,True,True,True,False,True,True,1,1,0,1,2,1.0,True
Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,Show me everyone who bought and sold the same stock.,Person,2,3,0.6666666666666666,3,False,intermediate_depth,partial_reduction_low,5,3,2,0.4,3,"['FinancialServiceAccount', 'Person', 'Transaction']",5,3,3,False,"['account_has_holding', 'account_records_transaction', 'person_owns_financial_service_account']","['buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'sell_transaction_is_transaction']","['containment', 'ownership']","['association', 'subtype']","['Person', 'FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]']","['BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'SellTransaction -- Transaction [sell_transaction_is_transaction]']",result_entity,The query returns persons who bought and sold the same stock.,3,0,2.0,0,3,3,6,has_relationship_edges,5,4,"['account_records_transaction', 'buy_transaction_is_transaction', 'person_owns_financial_service_account', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,2.0,3.0,0.0,True,True,True,False,True,True,1,1,0,1,2,1.0,True
Q9_PersonsWhoBoughtAndSoldSameStock,QG9,Associative retrieval + comparison,select,Show me everyone who bought and sold the same stock.,Person,3,3,1.0,3,True,maximum_depth,full_reduction,5,0,5,1.0,6,"['BuyTransaction', 'FinancialServiceAccount', 'ListedSecurity', 'Person', 'SellTransaction', 'Transaction']",5,6,0,True,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account', 'sell_transaction_is_transaction']",[],"['association', 'containment', 'ownership', 'subtype']",[],"['Person', 'FinancialServiceAccount', 'BuyTransaction', 'SellTransaction', 'Transaction', 'ListedSecurity']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]', 'SellTransaction -- Transaction [sell_transaction_is_transaction]']",[],result_entity,The query returns persons who bought and sold the same stock.,3,0,2.0,0,3,3,6,has_relationship_edges,5,4,"['account_records_transaction', 'buy_transaction_is_transaction', 'person_owns_financial_service_account', 'sell_transaction_is_transaction', 'transaction_refers_to_listed_security']",0.0,2.0,3.0,0.0,True,True,True,False,True,True,1,1,0,1,2,1.0,True
Q10_CreateAccountHoldingAndBuyTransaction,QG10,Update / insertion with relationship creation,insert,"Create a financial service account for a person, add a holding for a listed security, and register a buy transaction with price and quantity.",Person,0,3,0.0,3,False,root_only,no_reduction,5,5,0,0.0,1,['Person'],5,0,5,False,[],"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",[],"['association', 'containment', 'ownership', 'subtype']","['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Transaction', 'BuyTransaction']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,[],"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]']",update_owner,"The insertion creates a financial service account, holding, and buy transaction associated with a person.",3,0,1.8333333333333333,0,3,3,5,has_relationship_edges,5,4,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",0.0,1.0,4.0,0.0,True,True,True,False,True,True,1,2,0,1,1,1.0,True
Q10_CreateAccountHoldingAndBuyTransaction,QG10,Update / insertion with relationship creation,insert,"Create a financial service account for a person, add a holding for a listed security, and register a buy transaction with price and quantity.",Person,1,3,0.3333333333333333,3,False,intermediate_depth,partial_reduction_low,5,4,1,0.2,2,"['FinancialServiceAccount', 'Person']",5,1,4,False,['person_owns_financial_service_account'],"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security']",['ownership'],"['association', 'containment', 'subtype']","['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Transaction', 'BuyTransaction']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,['Person -- FinancialServiceAccount [person_owns_financial_service_account]'],"['FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]']",update_owner,"The insertion creates a financial service account, holding, and buy transaction associated with a person.",3,0,1.8333333333333333,0,3,3,5,has_relationship_edges,5,4,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",0.0,1.0,4.0,0.0,True,True,True,False,True,True,1,2,0,1,1,1.0,True
Q10_CreateAccountHoldingAndBuyTransaction,QG10,Update / insertion with relationship creation,insert,"Create a financial service account for a person, add a holding for a listed security, and register a buy transaction with price and quantity.",Person,2,3,0.6666666666666666,3,False,intermediate_depth,partial_reduction_high,5,2,3,0.6,4,"['FinancialServiceAccount', 'Holding', 'Person', 'Transaction']",5,3,2,False,"['account_has_holding', 'account_records_transaction', 'person_owns_financial_service_account']","['buy_transaction_is_transaction', 'holding_refers_to_listed_security']","['containment', 'ownership']","['association', 'subtype']","['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Transaction', 'BuyTransaction']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]']","['BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]']",update_owner,"The insertion creates a financial service account, holding, and buy transaction associated with a person.",3,0,1.8333333333333333,0,3,3,5,has_relationship_edges,5,4,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",0.0,1.0,4.0,0.0,True,True,True,False,True,True,1,2,0,1,1,1.0,True
Q10_CreateAccountHoldingAndBuyTransaction,QG10,Update / insertion with relationship creation,insert,"Create a financial service account for a person, add a holding for a listed security, and register a buy transaction with price and quantity.",Person,3,3,1.0,3,True,maximum_depth,full_reduction,5,0,5,1.0,6,"['BuyTransaction', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Person', 'Transaction']",5,5,0,True,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",[],"['association', 'containment', 'ownership', 'subtype']",[],"['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Transaction', 'BuyTransaction']",6,"['association', 'containment', 'ownership', 'subtype']","['observed_1_to_1', 'observed_N_to_M']","['high', 'medium']",False,False,connected,"['Person -- FinancialServiceAccount [person_owns_financial_service_account]', 'FinancialServiceAccount -- Holding [account_has_holding]', 'FinancialServiceAccount -- Transaction [account_records_transaction]', 'BuyTransaction -- Transaction [buy_transaction_is_transaction]', 'Holding -- ListedSecurity [holding_refers_to_listed_security]']",[],update_owner,"The insertion creates a financial service account, holding, and buy transaction associated with a person.",3,0,1.8333333333333333,0,3,3,5,has_relationship_edges,5,4,"['account_has_holding', 'account_records_transaction', 'buy_transaction_is_transaction', 'holding_refers_to_listed_security', 'person_owns_financial_service_account']",0.0,1.0,4.0,0.0,True,True,True,False,True,True,1,2,0,1,1,1.0,True
